"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FN1",0,3.6511199570136,0.942,0.421,0
"COL6A2",0,1.96112701840163,0.755,0.335,0
"IGFBP2",0,2.1489581450437,0.688,0.281,0
"TWIST1",0,2.89302972446627,0.522,0.131,0
"COL6A1",0,1.86780699371636,0.681,0.293,0
"COL1A2",0,2.43430435682614,0.736,0.367,0
"PCOLCE",0,2.08963359864423,0.554,0.2,0
"BGN",0,2.19959528379245,0.5,0.151,0
"FSTL1",0,1.38107838604191,0.637,0.291,0
"COL1A1",0,1.92538919316495,0.792,0.452,0
"DSP",0,1.44896667685081,0.627,0.289,0
"COL3A1",0,3.16293385352399,0.473,0.136,0
"AKAP12",0,0.95184379096279,0.655,0.321,0
"AEBP1",0,1.83119963565233,0.546,0.215,0
"CALD1",0,1.09805456720975,0.872,0.541,0
"IGFBP5",0,1.92162948688779,0.527,0.199,0
"CDH11",0,2.02860390956957,0.485,0.159,0
"SPARC",0,1.10945336021541,0.842,0.517,0
"EFEMP2",0,1.63921038390404,0.51,0.192,0
"FOXC2",0,1.57980999381238,0.503,0.186,0
"SDC2",0,1.11057833506663,0.626,0.311,0
"COL5A2",0,1.4855290432114,0.581,0.267,0
"SNAI2",0,2.41605612412079,0.463,0.153,0
"CAVIN1",0,0.752338392229218,0.712,0.402,0
"MAP1B",0,0.646588605440707,0.714,0.41,0
"TIMP3",0,1.06099117724083,0.507,0.206,0
"SERPINH1",0,1.21404870872629,0.585,0.284,0
"FOXD1",0,1.68602213393008,0.47,0.169,0
"ENAH",0,0.787303381993412,0.701,0.401,0
"SPTBN1",0,0.699062516009882,0.732,0.435,0
"DKK3",0,1.46411655653757,0.523,0.227,0
"TPM2",0,0.847010756609192,0.7,0.405,0
"PPIC",0,1.21190793863381,0.567,0.274,0
"FOXC1",0,1.48858706051578,0.492,0.204,0
"UACA",0,1.12697353646302,0.589,0.301,0
"LAPTM5",0,-2.86078993869985,0.104,0.391,0
"MXRA8",0,1.65681384439993,0.449,0.163,0
"PTPRC",0,-3.54708102081244,0.052,0.337,0
"CCDC80",0,0.982229446460104,0.529,0.244,0
"PPFIBP1",0,0.887132745827653,0.581,0.297,0
"WWTR1",0,0.819404832061058,0.572,0.29,0
"TAGLN",0,1.64956380836938,0.541,0.26,0
"NR2F2",0,1.54636598108723,0.465,0.184,0
"MAGED2",0,0.87532486838374,0.712,0.433,0
"ITM2C",0,1.36735771679477,0.638,0.36,0
"RND3",0,1.10788051042576,0.539,0.263,0
"CTGF",0,1.4228983498014,0.755,0.479,0
"TSC22D1",0,0.988665198874978,0.699,0.424,0
"CYR61",0,1.12163300574196,0.62,0.346,0
"PDGFRB",0,2.05261807426691,0.395,0.121,0
"EFEMP1",0,1.71581677497071,0.49,0.217,0
"RARRES2",0,1.74531591880447,0.458,0.185,0
"MYL9",0,1.05663298975606,0.562,0.291,0
"LAMB2",0,1.30919455768117,0.475,0.204,0
"VCAN",0,0.988675619866706,0.507,0.236,0
"TIMP1",0,1.37394412067409,0.802,0.532,0
"CCND1",0,1.09276397919637,0.649,0.379,0
"LAMA4",0,1.48131322781806,0.415,0.148,0
"HLA-DPA1",0,-3.35289659129718,0.175,0.441,0
"FBN1",0,1.55870018341637,0.457,0.191,0
"SELENOM",0,1.05036152664673,0.638,0.372,0
"MRC2",0,1.38917890476214,0.446,0.181,0
"PLOD2",0,1.98046617346511,0.444,0.182,0
"MXRA7",0,0.927967422778092,0.525,0.263,0
"PMEPA1",0,1.51717082285674,0.636,0.374,0
"PDLIM4",0,0.992454873855081,0.478,0.217,0
"GJA1",0,1.31485762702945,0.493,0.232,0
"LAMC1",0,1.35031435421338,0.468,0.208,0
"CALU",0,0.856120852942506,0.684,0.426,0
"P4HA2",0,1.79002284993783,0.408,0.15,0
"LAMB1",0,1.23748241235969,0.445,0.187,0
"PDLIM2",0,1.02372728166127,0.534,0.276,0
"F3",0,2.10646478547255,0.348,0.091,0
"FHL1",0,1.37628022936879,0.424,0.167,0
"SPARCL1",0,0.540332971733528,0.467,0.211,0
"OLFML2A",0,1.30206309590987,0.454,0.198,0
"FKBP10",0,1.34530451655832,0.434,0.179,0
"FBLN1",0,2.02585141262829,0.447,0.194,0
"PERP",0,0.980005844584718,0.493,0.241,0
"ITGB2",0,-3.22888874701028,0.063,0.314,0
"CXCR4",0,-3.57199387990312,0.103,0.353,0
"YAP1",0,1.21366621999237,0.427,0.179,0
"IGF1R",0,1.28642390783151,0.488,0.24,0
"COL6A3",0,2.95701581615843,0.318,0.071,0
"RGS1",0,-3.65184686421754,0.098,0.344,0
"COL11A1",0,1.7578552246463,0.338,0.093,0
"IGFBP6",0,1.78020418097923,0.39,0.145,0
"COPZ2",0,1.57614584623151,0.423,0.178,0
"BICC1",0,1.47622215499716,0.401,0.157,0
"CPE",0,1.74187926890149,0.423,0.179,0
"ABLIM1",0,1.44470571716016,0.426,0.182,0
"HLA-DQA1",0,-3.31694357050264,0.087,0.33,0
"ZEB1",0,1.77847069155707,0.387,0.144,0
"ID1",0,1.0773666759324,0.613,0.371,0
"RASSF8",0,1.15369913887594,0.454,0.213,0
"TUSC3",0,1.11200356884219,0.425,0.184,0
"AHNAK",0,0.666712094319537,0.804,0.564,0
"NET1",0,1.22168480995189,0.489,0.249,0
"DCN",0,2.4261220200878,0.351,0.111,0
"ID3",0,1.04805531428505,0.631,0.392,0
"MXRA5",0,2.04785180422626,0.337,0.099,0
"HCST",0,-3.05184334964298,0.065,0.303,0
"AIF1",0,-2.92918548493102,0.094,0.331,0
"CD53",0,-2.98122579307487,0.044,0.28,0
"GUCY1A1",0,2.05486659040708,0.326,0.09,0
"TYROBP",0,-2.8772638247377,0.1,0.336,0
"ADIRF",0,1.62776079635569,0.412,0.177,0
"IFITM3",0,0.808571252304515,0.803,0.569,0
"MSX1",0,1.47739674361573,0.403,0.17,0
"GPC6",0,1.94595557592208,0.308,0.075,0
"ANTXR1",0,1.37373246187549,0.389,0.157,0
"FRZB",0,2.05838441383228,0.318,0.086,0
"SERPINF1",0,1.56982171728426,0.445,0.213,0
"MGP",0,1.71258750803945,0.527,0.299,0
"DDR2",0,1.80460283914746,0.337,0.111,0
"CLMP",0,1.8411990695786,0.318,0.094,0
"TMEM45A",0,1.62595987739718,0.357,0.134,0
"HCLS1",0,-3.38577561527948,0.051,0.273,0
"HLA-DPB1",0,-3.07760481159732,0.289,0.51,0
"C1S",0,2.10374640272407,0.31,0.091,0
"HLA-DRA",0,-3.43060349325728,0.281,0.5,0
"THSD4",0,1.73986166668423,0.343,0.126,0
"CORO1A",0,-3.18661545091966,0.063,0.28,0
"SMAP2",0,-2.9609469566593,0.151,0.368,0
"LTBP2",0,2.06169299156192,0.308,0.091,0
"EGFR",0,1.72432308100698,0.346,0.129,0
"FCER1G",0,-2.64144763259913,0.12,0.336,0
"SIX1",0,1.53998840714276,0.339,0.123,0
"GAS1",0,2.07906824500556,0.322,0.107,0
"OGN",0,2.08973988000367,0.368,0.153,0
"CD74",0,-3.27207123178875,0.32,0.534,0
"ID4",0,1.84472375716918,0.312,0.099,0
"C2orf40",0,1.93391831648588,0.352,0.139,0
"COL8A1",0,1.94330909955796,0.314,0.102,0
"CD37",0,-3.48944593700784,0.04,0.252,0
"COL5A1",0,1.80385161658676,0.528,0.317,0
"MS4A7",0,-4.08493584995999,0.049,0.26,0
"SLA",0,-3.5206234929829,0.037,0.247,0
"CTSK",0,2.06549733229632,0.295,0.085,0
"LCP1",0,-2.64916117590596,0.052,0.261,0
"CYP1B1",0,1.65004019018743,0.317,0.11,0
"SULF1",0,1.94672653994029,0.278,0.072,0
"TNFRSF1B",0,-2.75275681985218,0.065,0.27,0
"EDNRA",0,2.33900349708577,0.26,0.056,0
"ALOX5AP",0,-2.47274067175027,0.102,0.306,0
"FZD7",0,1.8792029492648,0.285,0.081,0
"MS4A6A",0,-3.59683248771902,0.053,0.256,0
"FYB1",0,-3.40363983216061,0.036,0.238,0
"ISLR",0,2.10977639345713,0.269,0.068,0
"NOTCH3",0,2.06888013200497,0.267,0.067,0
"PREX1",0,-2.32258625850627,0.079,0.278,0
"C1R",0,1.99600817678611,0.29,0.091,0
"CCL4",0,-4.38589097975625,0.194,0.39,0
"LOX",0,1.99466120719258,0.271,0.077,0
"CD163",0,-3.85976906019715,0.045,0.239,0
"SAMSN1",0,-2.86590281283279,0.044,0.238,0
"FCGR2A",0,-2.88815636028653,0.071,0.264,0
"HLA-DRB1",0,-3.13863083912674,0.287,0.48,0
"ITGBL1",0,1.76663389297646,0.262,0.07,0
"C1QC",0,-3.84198280460273,0.063,0.253,0
"OMD",0,2.40739289187008,0.254,0.064,0
"GPR183",0,-3.50102706036804,0.042,0.232,0
"HLA-DMB",0,-3.39693905700492,0.035,0.215,0
"PRRX1",0,1.97919224573514,0.235,0.056,0
"CLEC7A",0,-3.47280907263539,0.039,0.218,0
"C3AR1",0,-3.70999878878348,0.035,0.212,0
"CSF1R",0,-3.97574512770067,0.038,0.212,0
"CYBB",0,-3.37442510417234,0.033,0.204,0
"CD84",0,-3.93210462062131,0.019,0.175,0
"PTGES",0,3.18312853378515,0.17,0.023,0
"HLA-B",0,-1.17041226565966,0.712,0.791,0
"VIM",0,1.05556029067683,1,0.958,0
"RPL7A",0,0.498018437970256,0.991,0.984,0
"B2M",0,-1.09315881584985,0.966,0.965,0
"FAM162A",3.95252516672997e-323,1.10662942329128,0.621,0.385,1.3255978904179e-318
"GPR34",3.43079184472162e-320,-3.81075821195834,0.028,0.187,1.15061896888274e-315
"FLNB",9.68665105236348e-320,0.779110133493093,0.62,0.343,3.24870902994166e-315
"C1QB",4.92494517087471e-319,-3.60161385451108,0.151,0.342,1.65172811140796e-314
"LEPR",3.709691901799e-318,1.8036523727631,0.382,0.175,1.24415647002535e-313
"KCNE4",6.92627664510968e-318,1.95829835327254,0.226,0.053,2.32293466123689e-313
"VSIG4",1.20911005683532e-317,-3.39044181039761,0.043,0.211,4.05511330861431e-313
"PXDN",1.27821501871914e-317,1.13931692067888,0.478,0.231,4.28687752978025e-313
"RGS5",1.54858256209284e-317,1.58421334355673,0.269,0.08,5.19363619674698e-313
"PRRX2",7.30733860830283e-317,1.72741473724172,0.243,0.063,2.4507352224526e-312
"TENM2",3.54928439906876e-316,1.38776264253866,0.4,0.177,1.19035900175968e-311
"C1QA",9.42214480737265e-316,-3.63215589270442,0.137,0.326,3.15999892549664e-311
"SCARA5",2.58770238691351e-315,1.81799831607013,0.262,0.077,8.67863626523052e-311
"IGFBP4",1.62969280633046e-314,0.66110606751894,0.671,0.387,5.4656637338711e-310
"PHACTR2",1.76564223945372e-314,1.33932140535185,0.516,0.287,5.9216109426799e-310
"IL10RA",1.65788112778821e-313,-3.83352551408716,0.019,0.167,5.56020172637611e-309
"COL4A2",1.81588110581931e-312,1.22136316768506,0.546,0.323,6.09010205269681e-308
"NDUFA4L2",5.0381912481454e-311,2.03329238460931,0.28,0.091,1.689708580803e-306
"MFAP5",3.97126543879118e-310,2.02420683095493,0.24,0.064,1.33188300286179e-305
"SLC4A4",9.66327728531793e-310,1.78070265818048,0.27,0.084,3.24086993594993e-305
"MS4A4A",2.4447452073241e-309,-3.4183653182284,0.039,0.201,8.19918647632356e-305
"HAVCR2",2.84185433775839e-309,-3.45722705167043,0.042,0.206,9.5310110779741e-305
"KLF5",4.59860299598513e-309,1.60309428231178,0.303,0.106,1.54227947279349e-304
"HCFC1R1",7.09132844948481e-309,0.969576685530941,0.471,0.228,2.37828973538821e-304
"ZIC2",9.12509120587815e-309,1.45057095463282,0.337,0.131,3.06037308862741e-304
"FOXP1",8.09412531188456e-308,0.774010326618633,0.689,0.445,2.71460774709984e-303
"KANK2",1.84230250620437e-307,1.29681364603936,0.365,0.15,6.17871414530822e-303
"TSPAN4",5.01251231398805e-307,0.957255384703395,0.519,0.275,1.68109637986531e-302
"CAVIN3",2.12877803177642e-305,0.893553003549212,0.52,0.273,7.13949576297175e-301
"SEPT11",2.1848719407882e-305,0.738051313229392,0.627,0.353,7.32762351501547e-301
"IL1R1",9.22816411296638e-303,1.08040741802543,0.351,0.14,3.09494168020666e-298
"SVIL",1.17005432161775e-302,0.994963112183225,0.471,0.231,3.92412818384162e-298
"SORL1",1.86752812377317e-302,-3.2447522205531,0.051,0.217,6.26331582151045e-298
"ANO6",1.67216519565349e-301,0.927566728190253,0.514,0.275,5.60810763318269e-297
"FCGR3A",1.00629214169142e-300,-2.98407807596152,0.056,0.225,3.37490258480468e-296
"TGFB1I1",1.26898348348449e-300,1.24686041062911,0.394,0.176,4.25591680691029e-296
"KCNQ1OT1",3.63652143287151e-300,1.02363825009764,0.5,0.265,1.21961655815645e-295
"RNASE1",1.81220334904274e-299,-2.58545438758997,0.136,0.329,6.07776759201953e-295
"C1orf162",3.16075329563667e-299,-2.74833875154222,0.047,0.212,1.06005344029063e-294
"GMFG",6.72853911754812e-299,-1.91109393266171,0.12,0.316,2.25661744924329e-294
"NPNT",7.01024536290854e-299,2.0086723335386,0.28,0.097,2.35109608981227e-294
"CD151",1.56472106526154e-298,0.670161219996273,0.697,0.415,5.24776150867416e-294
"WTIP",2.35868297037436e-298,1.18682294379933,0.367,0.156,7.91055094604153e-294
"LST1",3.90992662388901e-298,-2.74585299661869,0.047,0.212,1.3113111911199e-293
"PDE4B",4.27607899226152e-298,-2.6913437047893,0.063,0.234,1.43411137242467e-293
"COL4A1",5.58416110750525e-298,1.26105234106353,0.533,0.314,1.87281595223511e-293
"EMILIN1",1.12756893657945e-297,1.64748981201962,0.29,0.102,3.78164069950015e-293
"MSR1",1.69350819989097e-297,-3.31392105221138,0.028,0.178,5.67968780079434e-293
"KRT18",6.55766473256953e-297,1.14697065416395,0.471,0.241,2.19930959800917e-292
"EHD2",7.86531148983964e-297,1.25804792024442,0.363,0.155,2.63786816746242e-292
"RNASE6",9.45440031162176e-296,-3.2389393200537,0.028,0.179,3.17081677651171e-291
"EBF1",5.66134001940787e-295,1.77288198724694,0.231,0.061,1.89870021570901e-290
"SRGN",2.0947511114649e-294,-2.0501654950694,0.476,0.594,7.02537627763098e-290
"CRIM1",3.36868822640215e-294,0.975893639679509,0.503,0.263,1.12979065737075e-289
"MEG3",1.94613250080868e-293,1.85962457886352,0.243,0.071,6.52693918121215e-289
"BNC2",6.61365622620247e-293,1.05056885259714,0.432,0.208,2.21808802514378e-288
"PARVA",8.22823807716384e-292,0.850552674902656,0.461,0.222,2.75958648631921e-287
"C5AR1",1.34712829205526e-291,-3.58005167419382,0.054,0.216,4.51799886589494e-287
"JAG1",2.26776076965033e-291,0.963527980322386,0.513,0.269,7.60561606925328e-287
"SLCO2B1",1.71913551222136e-289,-3.32178480029353,0.046,0.205,5.765636680888e-285
"MDK",1.81188930929306e-289,0.635725401247862,0.743,0.467,6.07671436550707e-285
"VCL",2.31813710324136e-289,0.961672635572081,0.528,0.28,7.77456821685087e-285
"SULF2",1.72869007628149e-288,1.19244295656648,0.463,0.242,5.79768077783288e-284
"BOC",3.35324228835684e-288,1.70490734267295,0.299,0.11,1.12461039866912e-283
"PLAC9",3.72589941871294e-288,1.62363121062363,0.332,0.136,1.24959214704795e-283
"YBX3",5.03359758270866e-288,0.621423712287192,0.878,0.696,1.68816795728883e-283
"PRDX4",5.45930003360695e-288,0.750503520657822,0.659,0.41,1.8309400452711e-283
"GXYLT2",3.58083983100737e-287,1.56366967685526,0.273,0.091,1.20094206252325e-282
"RAB34",2.02914138384111e-286,0.673294077508288,0.605,0.335,6.80533437312631e-282
"ARRB2",5.7861895205169e-286,-2.73827771276234,0.074,0.244,1.94057224139096e-281
"BMP4",6.52101858165746e-286,1.52755913890091,0.273,0.091,2.18701921191628e-281
"CCL3",7.97295574426825e-286,-4.25060813502701,0.175,0.354,2.67396989751269e-281
"DSTN",8.62145357468191e-286,0.594903358246136,0.867,0.666,2.89146309987682e-281
"EVI2B",2.86301049422193e-285,-3.04166857055439,0.034,0.184,9.60196459552152e-281
"PLEK",4.06450879018197e-285,-3.30534460689053,0.031,0.178,1.36315495805123e-280
"ANXA2",4.10959977742422e-285,0.438902440010907,0.951,0.812,1.37827757335254e-280
"LTBP3",5.60819725394857e-285,1.06538323950652,0.426,0.201,1.88087719502927e-280
"TEAD1",2.47184456917584e-284,0.958341375703619,0.443,0.215,8.29007231610194e-280
"IKZF1",1.5557367784069e-283,-3.80961599451097,0.026,0.168,5.21763000742106e-279
"HLA-DMA",4.49420466493774e-283,-2.76954625916833,0.128,0.303,1.50726636052682e-278
"NCKAP1L",1.23654544395201e-282,-3.60988835769288,0.02,0.158,4.14712610992624e-278
"SH3PXD2A",1.26214588305047e-282,1.09404097243974,0.444,0.223,4.23298486257467e-278
"MRC1",1.0240087847985e-281,-3.22064324590194,0.047,0.204,3.4343206624572e-277
"EGFL6",4.79808183489276e-281,2.00218149982303,0.237,0.07,1.60918068578633e-276
"APBB1IP",1.5498747713812e-280,-3.34401945457034,0.02,0.158,5.19797000825827e-276
"SLIT2",2.19929312934994e-280,1.86933875954789,0.218,0.057,7.37598929721384e-276
"FPR1",8.5887212945686e-280,-2.98548262475021,0.028,0.174,2.88048534777242e-275
"MSRB3",3.31630755471081e-279,1.0927183795024,0.395,0.185,1.11222322769891e-274
"FAT1",4.23822307860242e-279,1.47901268286643,0.329,0.136,1.42141525610168e-274
"NPR3",1.04271812174909e-278,2.02769730267686,0.209,0.053,3.4970680367221e-274
"NR2F1",2.48668561967445e-278,1.52912379744978,0.254,0.079,8.33984623126416e-274
"SAMD4A",5.58685899172698e-278,1.08767056694818,0.445,0.226,1.87372076864539e-273
"ADAMTSL3",3.78489637990325e-277,1.78601183981541,0.252,0.081,1.26937854789195e-272
"LAPTM4A",1.37261347340911e-276,0.590721470958438,0.828,0.657,4.60347106711947e-272
"NDRG1",1.84092589231946e-276,1.03045307888059,0.611,0.385,6.17409725766101e-272
"C19orf33",1.29577052784498e-275,1.42385888264464,0.33,0.136,4.3457551962865e-271
"FIBIN",1.66331890267368e-275,2.39496842579315,0.202,0.05,5.57843893578699e-271
"GSTM3",6.27806954624431e-274,0.964043241595248,0.445,0.224,2.10553896441942e-269
"TCF7L1",4.09233530130453e-273,1.1134887484161,0.369,0.165,1.37248741335151e-268
"PLA2R1",4.51544152834714e-273,1.51304169238103,0.267,0.092,1.51438877977706e-268
"EID1",1.88917061134345e-272,0.538627517640265,0.854,0.709,6.33590039632365e-268
"OLFML1",8.0657363823432e-272,2.22294973748878,0.175,0.035,2.70508666791026e-267
"KDELR1",8.15740507337984e-272,0.684821199664795,0.678,0.441,2.73583051351013e-267
"LTBP1",3.39849353392827e-271,1.68511047992899,0.296,0.115,1.13978676140886e-266
"NID1",3.33147963880571e-270,1.47566066161676,0.339,0.146,1.11731164126266e-265
"CTSS",3.70848878994671e-270,-2.4452582947168,0.183,0.36,1.24375297037233e-265
"NLRP3",1.14862577494976e-269,-3.95950302417997,0.023,0.158,3.85226112402649e-265
"GJB2",3.15099541419361e-269,2.05206450654569,0.208,0.054,1.05678084201225e-264
"SERPINB9",5.25502548363267e-269,-2.5524549497425,0.076,0.241,1.76243044670073e-264
"COX7A1",1.36487988276105e-268,0.974570461020026,0.372,0.163,4.577534150804e-264
"GMDS",1.51337559825258e-268,1.34204938888661,0.41,0.208,5.07555908141951e-264
"CHPF",5.28254981882238e-268,1.21838866833053,0.347,0.151,1.77166155823665e-263
"PRELP",9.80897325380314e-268,1.96537365076386,0.195,0.046,3.2897334498605e-263
"PCSK1N",1.36061491283363e-267,1.27237714175635,0.43,0.221,4.56323029466142e-263
"FXYD1",3.5847691596061e-267,1.50649021233834,0.263,0.088,1.20225988074869e-262
"ALDH7A1",2.98820106782929e-266,1.14325958636384,0.456,0.243,1.00218287412859e-261
"ANXA4",5.93478983269916e-266,0.793006834857947,0.56,0.325,1.99040981409064e-261
"B4GALNT4",6.13807407528978e-266,2.54572673577344,0.172,0.035,2.05858728337069e-261
"TREM2",1.18494791997173e-265,-3.59198357997158,0.023,0.157,3.9740783340012e-261
"RRAS",2.95079903197984e-265,0.868640301005095,0.448,0.226,9.89638979345398e-261
"ADGRA2",2.07584887336115e-264,1.46737653135561,0.279,0.102,6.96198195147863e-260
"CDC42EP5",4.80626383614202e-264,1.61632835922294,0.229,0.067,1.61192476536531e-259
"GLT8D2",6.35596178709478e-264,1.69730503882899,0.233,0.071,2.13166246415585e-259
"FOLR2",7.98596982754002e-264,-4.28718181982245,0.019,0.148,2.67833456076037e-259
"TMEM100",2.13128810131548e-263,2.0039593718615,0.191,0.045,7.14791403419185e-259
"OLR1",4.24010326629943e-263,-2.91990787000554,0.038,0.184,1.4220458334515e-258
"SSTR2",1.13647805467359e-262,2.22452024006915,0.222,0.065,3.8115200997643e-258
"CEMIP",1.25559502309621e-262,2.18192324197953,0.248,0.084,4.21101458846007e-258
"RFLNA",4.26705822675198e-262,1.76432229297745,0.226,0.067,1.43108598808808e-257
"SOD3",7.13759943035988e-262,1.58811650466117,0.203,0.051,2.3938080969541e-257
"CYTIP",1.9247285083142e-261,-3.31066016205084,0.027,0.163,6.45515447118418e-257
"THY1",4.26986227860839e-260,1.53653832529193,0.418,0.21,1.43202641099968e-255
"MFAP4",6.7858289480297e-260,2.06632761881136,0.175,0.037,2.2758313125902e-255
"MMP2",3.94520368383384e-259,1.09945077761202,0.463,0.247,1.32314241148419e-254
"CD14",1.1520124064299e-258,-3.09646914576874,0.133,0.302,3.86361920868459e-254
"PHLDB2",2.29152257994854e-258,0.846021360042253,0.436,0.216,7.68530842863142e-254
"JAM2",1.4790912125979e-257,1.44779575715982,0.345,0.157,4.96057610881083e-253
"ROCK2",1.61555608889953e-257,0.771962116768306,0.561,0.323,5.41825201095124e-253
"THEMIS2",1.78757481092485e-257,-3.13140718682488,0.043,0.188,5.99516840087976e-253
"ABI3BP",3.36555881017084e-257,1.71463230232197,0.204,0.054,1.12874111375509e-252
"SOX4",4.17405202898176e-257,0.792272846101782,0.61,0.359,1.3998935694799e-252
"RASGEF1B",3.06993036588516e-256,-2.58025220480247,0.059,0.213,1.02959324611057e-251
"MYC",4.63741002359149e-256,0.99094145681287,0.51,0.285,1.55529457371211e-251
"LY86",8.51575222499134e-256,-3.59982810266908,0.02,0.148,2.85601298121759e-251
"PDZRN3",1.02676030945941e-254,2.06756005177722,0.183,0.043,3.44354872586498e-250
"PAM",8.8520274117486e-254,1.09445623025428,0.356,0.159,2.96879295335225e-249
"CD69",8.95984719127113e-254,-3.45159620823268,0.04,0.181,3.00495355100851e-249
"MFGE8",1.38073623037802e-253,0.990533496954132,0.498,0.271,4.6307131694418e-249
"HLA-A",5.2629505191113e-253,-0.97516402345975,0.806,0.817,1.76508834509955e-248
"RGS10",3.75062760360565e-252,-2.3348631405079,0.169,0.339,1.25788548569726e-247
"SMAD9",5.65824422981693e-252,1.66121416902319,0.244,0.082,1.897661949796e-247
"EGFLAM",2.14395757140446e-251,1.36221668105673,0.287,0.112,7.19040490297628e-247
"PBX1",2.27116979271834e-251,1.08026872361087,0.399,0.197,7.61704925081877e-247
"NTRK3",5.7124334799609e-251,1.8137823914534,0.218,0.065,1.91583594050929e-246
"CD68",7.44963033920727e-251,-2.47799886620318,0.081,0.239,2.49845702316333e-246
"ARL4D",1.14228258928645e-250,1.17542161854142,0.334,0.146,3.8309873479489e-246
"PAWR",1.18343668501546e-250,0.606060069837506,0.575,0.307,3.96900995420486e-246
"LRP1",1.28771468201065e-250,0.888165870826941,0.546,0.317,4.31873750052731e-246
"JAM3",5.53019185560224e-250,1.1126257118566,0.486,0.273,1.85471574453188e-245
"ERRFI1",6.59008102024639e-250,1.34153828289565,0.396,0.2,2.21018137257023e-245
"EVA1B",7.85268386586626e-250,0.807369176055665,0.473,0.251,2.63363311493423e-245
"CD63",1.45291699726896e-249,0.377006073355242,0.952,0.884,4.87279302544062e-245
"LTBP4",1.81461941427078e-249,1.42450332508557,0.281,0.106,6.08587059158135e-245
"LOXL2",2.07413956049552e-249,1.47520652983107,0.388,0.198,6.95624925798986e-245
"LCP2",4.97324100786217e-249,-2.54945117549734,0.06,0.212,1.66792556921682e-244
"RBFOX2",2.62050294531361e-248,0.873733366223954,0.433,0.218,8.78864277799278e-244
"RCN1",5.06490868522596e-247,0.673619097842649,0.54,0.291,1.69866907485108e-242
"PRICKLE1",2.1109261530992e-246,1.16960482210689,0.343,0.153,7.0796241322641e-242
"PGF",3.17577068686279e-246,1.68103299206146,0.239,0.079,1.06508997296004e-241
"LYZ",7.28290187513542e-246,-2.59903724723513,0.048,0.193,2.44253963088292e-241
"SLC7A2",7.69821518564199e-246,1.46663267125263,0.268,0.1,2.58182740896061e-241
"TBXAS1",1.13880189065874e-245,-3.12884014712581,0.039,0.177,3.81931378089129e-241
"SLC39A14",4.0904758284861e-244,1.30607348812917,0.332,0.149,1.37186378335767e-239
"GPX8",9.77628035187216e-244,0.652333418132037,0.477,0.237,3.27876890441088e-239
"TRIB2",2.01072067848615e-243,1.39141614182352,0.243,0.081,6.74355501150684e-239
"PROS1",6.02173163679174e-242,1.38171725762803,0.323,0.143,2.01956835634721e-237
"FMOD",6.45294418321219e-242,1.88118516936597,0.184,0.046,2.1641884201657e-237
"IL1B",3.39262572701152e-241,-3.58349628532389,0.068,0.216,1.13781881632512e-236
"OBSL1",4.40580295989717e-241,1.27678153745296,0.278,0.108,1.47761819669031e-236
"SPI1",1.56788569991647e-240,-2.99879680530389,0.036,0.17,5.25837506037986e-236
"RPLP0",1.79285784396271e-240,0.425772714323846,0.955,0.923,6.01288663708214e-236
"CRABP2",3.66335282376696e-240,1.49679230154792,0.251,0.088,1.22861527003496e-235
"C16orf89",4.82777894569794e-240,1.9503121771512,0.184,0.047,1.61914050280818e-235
"CRABP1",9.97276584188446e-240,2.32418444998936,0.234,0.08,3.34466620805121e-235
"C3",3.03282907516875e-239,-3.46806970204873,0.05,0.191,1.0171502152301e-234
"LUM",8.3554438907581e-239,3.53617423211199,0.182,0.047,2.80224877208245e-234
"ARHGAP29",1.5207865505984e-238,0.653851822714263,0.465,0.241,5.10041393339691e-234
"DOCK8",3.48736474967074e-238,-2.54219619402459,0.055,0.199,1.16959238974457e-233
"ECM2",5.16636835190599e-238,1.97852845343268,0.168,0.038,1.73269661786223e-233
"ACSL1",7.52614165487374e-238,-2.86634121560539,0.088,0.242,2.52411738821156e-233
"LAIR1",1.06886399558668e-237,-3.26301965006594,0.025,0.15,3.58475606839859e-233
"FKBP9",1.08733833768354e-237,0.92602399041513,0.392,0.193,3.64671531692304e-233
"SERPING1",1.90840937435527e-237,1.28209963605253,0.345,0.16,6.40042335971271e-233
"ARHGDIB",1.17213910893453e-236,-1.36654238268152,0.326,0.494,3.93112014354462e-232
"ENPP6",2.91196896985168e-236,1.62251649002297,0.272,0.109,9.76616153108857e-232
"GLIS2",9.95839580287041e-236,1.49353262665179,0.215,0.066,3.33984678436668e-231
"SMARCA1",1.73777620379373e-235,0.820297676348924,0.426,0.219,5.8281538322834e-231
"P3H3",1.74740364098109e-234,1.69391770834538,0.226,0.076,5.86044233112237e-230
"DCBLD2",2.09342888920044e-234,0.946935167473068,0.502,0.284,7.02094180860044e-230
"LILRB4",2.26627466635489e-234,-3.23117316239208,0.021,0.142,7.60063197602102e-230
"ZIC1",3.67296906841851e-234,1.75297572509345,0.202,0.06,1.2318403661662e-229
"TBX15",5.3145186505296e-234,1.43360884329851,0.214,0.066,1.78238326501462e-229
"VKORC1",1.04355382045158e-233,0.653820432652473,0.64,0.423,3.4998708030305e-229
"FAM49B",1.52920138661864e-233,-1.45864595128008,0.345,0.485,5.1286356104416e-229
"BEX3",1.76796328744408e-233,0.589768616510784,0.722,0.48,5.92939527342995e-229
