"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"MIR1302-2HG","OK",NA,NA,-6.50934940727971e-05,"MIR1302-2HG",NA
"FAM138A","FAIL",NA,NA,NA,"FAM138A",1
"OR4F5","OK",0.519911308654072,-0.0499309886889744,-9.11659297017744e-05,"OR4F5",0.605471518153607
"AL627309.1","OK",0.0889380471281589,1.34732341447668,0.00234572901569334,"AL627309.1",0.129957821212312
"AL627309.3","OK",NA,NA,-3.65942134425692e-05,"AL627309.3",NA
"AL627309.2","FAIL",NA,NA,NA,"AL627309.2",1
"AL627309.4","FAIL",NA,NA,NA,"AL627309.4",1
"AL732372.1","OK",0.574852254623151,-0.188741414595293,-0.000347051205830984,"AL732372.1",0.610435186995293
"OR4F29","FAIL",NA,NA,NA,"OR4F29",1
"AC114498.1","FAIL",NA,NA,NA,"AC114498.1",1
"OR4F16","FAIL",NA,NA,NA,"OR4F16",1
"AL669831.2","FAIL",NA,NA,NA,"AL669831.2",1
"AL669831.5","OK",0.000242523030553683,3.48888153477892,0.00661465713429265,"AL669831.5",0.00041343402597972
"FAM87B","OK",0.000416349884824283,3.34169008943396,0.00591061713602672,"FAM87B",0.000701880363622316
"LINC00115","OK",0.103994325272198,1.25911540616228,0.00235135899772907,"LINC00115",0.1510563569879
"FAM41C","OK",0.157389608600151,1.00524432354564,0.00183798557231725,"FAM41C",0.224361637505679
"AL645608.7","FAIL",NA,NA,NA,"AL645608.7",1
"AL645608.3","OK",0.000346048162639636,3.39269111863618,0.00633457023178684,"AL645608.3",0.000585677162928535
"AL645608.5","OK",0.554985536307318,-0.138267604544813,-0.000285797937657049,"AL645608.5",0.605471518153607
"AL645608.1","OK",1.40396668934726e-43,13.793010399416,0.0262760568426103,"AL645608.1",4.17365071018836e-43
"SAMD11","OK",0,46.0951197698924,0.0883716266070906,"SAMD11",0
"NOC2L","OK",4.82492184680807e-06,4.42487434017773,0.00846149426800666,"NOC2L",8.791165250155e-06
"KLHL17","OK",0.0250044420404528,1.95988798651915,0.0036690006681813,"KLHL17",0.0382394106341253
"PLEKHN1","OK",0.100327261413718,1.27968903397798,0.00217597134254728,"PLEKHN1",0.146007445219063
"PERM1","OK",0.0331366613503161,1.83657051966185,0.00306148343193141,"PERM1",0.050197889656594
"AL645608.8","OK",5.39258677456758e-57,15.8666463935123,0.030141760866457,"AL645608.8",1.73153556993313e-56
"HES4","OK",0,87.4918970315994,0.168221935259868,"HES4",0
"ISG15","OK",0,47.7457671809746,0.0914265115115428,"ISG15",0
"AL645608.2","FAIL",NA,NA,NA,"AL645608.2",1
"AGRN","OK",0,59.5247185689653,0.114375158511541,"AGRN",0
"AL645608.9","OK",0.508215550959505,-0.0205947880978997,-6.94669884774717e-05,"AL645608.9",0.605471518153607
"RNF223","OK",0.524138474982937,-0.0605431501188762,-0.000128034903688102,"RNF223",0.605471518153607
"C1orf159","OK",0.00955799272478655,2.34326138675234,0.00443946879633079,"C1orf159",0.015032994173279
"LINC01342","FAIL",NA,NA,NA,"LINC01342",1
"AL390719.2","OK",0.331854005698729,0.434799440051291,0.000495913017879661,"AL390719.2",0.451292801059733
"TTLL10-AS1","OK",NA,NA,-3.67206223520395e-05,"TTLL10-AS1",NA
"TTLL10","OK",0.0685647468967703,1.48656592228158,0.00236297195767432,"TTLL10",0.101214817585944
"TNFRSF18","OK",0,129.635719154174,0.246324758483395,"TNFRSF18",0
"TNFRSF4","OK",0,129.212439881887,0.240324089356193,"TNFRSF4",0
"SDF4","OK",4.50162224927733e-142,25.3499262679063,0.0487074139165796,"SDF4",1.9313683474942e-141
"B3GALT6","OK",2.16755084001226e-07,5.05362156603024,0.00965735443411761,"B3GALT6",4.11441271732428e-07
"C1QTNF12","OK",4.56553491996716e-90,20.0894264672805,0.0382519538743383,"C1QTNF12",1.67949318728389e-89
"AL162741.1","OK",0.548275706496173,-0.121306102010618,-0.000230148391437061,"AL162741.1",0.605471518153607
"UBE2J2","OK",0.00017419727862989,3.57637292129168,0.00683039527934134,"UBE2J2",0.000298898339356365
"LINC01786","OK",0.564898354801329,-0.163400269890818,-0.000313503419972962,"LINC01786",0.607427121838616
"SCNN1D","OK",0.000245052483949887,3.48610697804625,0.00650953289919811,"SCNN1D",0.000417661296263497
"ACAP3","OK",5.69008181053839e-75,18.282630973393,0.0349610953918153,"ACAP3",1.98758594950708e-74
"PUSL1","OK",0.355186714229923,0.371354609711207,0.000668900674970838,"PUSL1",0.480225088176766
"INTS11","OK",0.00238906257900681,2.82162339581936,0.00537932292540644,"INTS11",0.00388382530580107
"CPTP","OK",3.18015487071096e-06,4.51404371632363,0.00861577068414294,"CPTP",5.8310164887714e-06
"TAS1R3","OK",0.603904085497471,-0.263465477225964,-0.000489971971438157,"TAS1R3",0.625659236265627
"DVL1","OK",4.17778348180621e-37,12.6729104718357,0.0243024741869848,"DVL1",1.18613663485478e-36
"MXRA8","OK",0,116.739967807846,0.224273559669226,"MXRA8",0
"AURKAIP1","OK",4.01881626500791e-160,26.9372902848547,0.0517657185108445,"AURKAIP1",1.78972231052631e-159
"CCNL2","OK",1.56417342264881e-166,27.4790133317663,0.0527592220796219,"CCNL2",7.06062952924173e-166
"MRPL20","OK",2.47913918691497e-113,22.5940536170139,0.0434092382145973,"MRPL20",9.8485708976168e-113
"AL391244.3","OK",0.232711675811904,0.729945740525749,0.00131383289428288,"AL391244.3",0.324683410855466
"ANKRD65","OK",0,74.0306121667155,0.141972253315954,"ANKRD65",0
"AL391244.2","OK",0.515395189547228,-0.038599600382223,-9.58100664007679e-05,"AL391244.2",0.605471518153607
"TMEM88B","OK",0.536670199879229,-0.0920483810055019,-0.000176639269079895,"TMEM88B",0.605471518153607
"LINC01770","OK",0.541328345155406,-0.103780792279496,-0.000155644705261522,"LINC01770",0.605471518153607
"VWA1","OK",0,274.276233168048,0.527161387280581,"VWA1",0
"ATAD3C","OK",3.27605969512111e-38,12.8710315515152,0.0243606381669337,"ATAD3C",9.38474379761595e-38
"ATAD3B","OK",7.74983440946464e-12,6.74314284337262,0.0129033956081961,"ATAD3B",1.64208411335714e-11
"ATAD3A","OK",4.26790352643142e-18,8.59214836468755,0.0164490415981533,"ATAD3A",1.00043500685604e-17
"TMEM240","OK",0.310328571941962,0.494919218730068,0.000870719164990652,"TMEM240",0.424286286850135
"SSU72","OK",5.45006559026332e-14,7.42950926640263,0.0142451380327194,"SSU72",1.20198051682717e-13
"AL645728.1","OK",2.94190348805482e-19,8.89420673961758,0.0169367292376881,"AL645728.1",7.0095112316769e-19
"FNDC10","OK",6.91399254749575e-174,28.0877454931822,0.0537962237021487,"FNDC10",3.17150311468931e-173
"AL691432.2","OK",4.20607896668981e-22,9.59474902366452,0.0183246340192764,"AL691432.2",1.03736229387851e-21
"MIB2","OK",1.38830464232817e-10,6.31076422320588,0.0120799424244212,"MIB2",2.86480612480752e-10
"MMP23B","OK",1.03758246261889e-21,9.50118436410661,0.0180705028613619,"MMP23B",2.5495519158483e-21
"CDK11B","OK",3.48503007139908e-32,11.751105933386,0.0225340746997705,"CDK11B",9.52957995006349e-32
"FO704657.1","OK",0.00020241118122906,3.53691993873099,0.006383267563578,"FO704657.1",0.000346342830361801
"SLC35E2B","OK",2.46739250531345e-20,9.1654343227928,0.0175446193907124,"SLC35E2B",5.96061869742485e-20
"CDK11A","OK",3.07267241560538e-113,22.5845704552224,0.0433489501514319,"CDK11A",1.22025808898297e-112
"SLC35E2A","OK",8.91152051771705e-06,4.29055092171176,0.0081808281411948,"SLC35E2A",1.60767095741179e-05
"NADK","OK",2.20060912595339e-23,9.89442739516692,0.0189627620969984,"NADK",5.50611014778451e-23
"GNB1","OK",1.43857959110892e-160,26.9753490099444,0.0518409307099669,"GNB1",6.41784728734362e-160
"AL109917.1","OK",0.16046998450607,0.992528120288099,0.00174770980234433,"AL109917.1",0.228571791899865
"CALML6","OK",2.88417637519762e-61,16.4726536517813,0.0289274483549263,"CALML6",9.47459269037288e-61
"TMEM52","OK",0.343537570767976,0.402827483173554,0.000683168807230757,"TMEM52",0.465623918308201
"CFAP74","OK",3.3354502466113e-50,14.8528136332422,0.0277647925611449,"CFAP74",1.03170154517222e-49
"AL391845.2","OK",9.78930425003904e-09,5.6156840884019,0.00826754039815258,"AL391845.2",1.92772814786316e-08
"GABRD","OK",0,138.172888082272,0.263946037897556,"GABRD",0
"AL391845.1","FAIL",NA,NA,NA,"AL391845.1",1
"PRKCZ","OK",0,48.6585479947754,0.0932090191506544,"PRKCZ",0
"AL590822.2","OK",0.000290309020174236,3.4405104383291,0.00629222916190316,"AL590822.2",0.000492995294920958
"PRKCZ-AS1","OK",0.00237948112277039,2.82291206485642,0.00523320583962049,"PRKCZ-AS1",0.00386924722150509
"FAAP20","OK",1.53254548057592e-28,11.0198677423157,0.0211457984450832,"FAAP20",4.04538081300625e-28
"AL590822.1","OK",0.532332067313618,-0.0811333981182697,-0.000168300641042038,"AL590822.1",0.605471518153607
"SKI","OK",3.18867775651871e-112,22.4809407591818,0.0431727096177831,"SKI",1.26314335267658e-111
"MORN1","OK",0.182092993602138,0.907417635061419,0.00168335680354398,"MORN1",0.257523200175924
"RER1","OK",5.08200069640225e-23,9.81032565215289,0.018823261371192,"RER1",1.2657797386711e-22
"PEX10","OK",0.322424939180632,0.460928535221025,0.000841288713439855,"PEX10",0.439583999310546
"PLCH2","OK",0,140.179905383002,0.268357041884206,"PLCH2",0
"AL139246.1","FAIL",NA,NA,NA,"AL139246.1",1
"AL139246.4","FAIL",NA,NA,NA,"AL139246.4",1
"PANK4","OK",0.126188640019096,1.14459423855252,0.00214524691057063,"PANK4",0.181713371819089
"HES5","OK",2.78417395091014e-35,12.3392334645552,0.0230467812085904,"HES5",7.80708517150305e-35
"AL139246.5","OK",8.57835258209318e-45,13.9931794341712,0.0266619861175108,"AL139246.5",2.56678484311777e-44
"TNFRSF14-AS1","OK",2.55620109476308e-10,6.21561497784992,0.0117707760195347,"TNFRSF14-AS1",5.23961980927041e-10
"TNFRSF14","OK",0,50.0657096599182,0.0961681800678945,"TNFRSF14",0
"AL139246.3","OK",0.612138163415188,-0.28489619241717,-0.00054306297517549,"AL139246.3",0.630962400713308
"FAM213B","OK",8.69061430124741e-15,7.66865275003626,0.0146429185046082,"FAM213B",1.94077809938196e-14
"MMEL1","OK",0.646529355076778,-0.375967187704355,-0.000582524609256306,"MMEL1",0.657909524588828
"AL831784.1","FAIL",NA,NA,NA,"AL831784.1",1
"TTC34","OK",0.218415890603891,0.77755435105988,0.00138548176142047,"TTC34",0.305872045033707
"AC242022.1","FAIL",NA,NA,NA,"AC242022.1",1
"AL592464.2","FAIL",NA,NA,NA,"AL592464.2",1
"AL592464.1","FAIL",NA,NA,NA,"AL592464.1",1
"AL589702.1","FAIL",NA,NA,NA,"AL589702.1",1
"ACTRT2","FAIL",NA,NA,NA,"ACTRT2",1
"LINC00982","OK",5.0170651880423e-32,11.7202787359635,0.0211009633265976,"LINC00982",1.36950557862025e-31
"PRDM16","OK",2.87835994003956e-142,25.3675345996588,0.0472213872495753,"PRDM16",1.23576802331182e-141
"AL008733.1","OK",NA,NA,-5.15498021118579e-05,"AL008733.1",NA
"AL590438.1","OK",4.27415970850175e-91,20.2066953806239,0.0338278127131156,"AL590438.1",1.57922119044994e-90
"ARHGEF16","OK",3.93571269361721e-05,3.94828137855055,0.0074537968729598,"ARHGEF16",6.94313928858591e-05
"AL512413.1","OK",0.402646421171201,0.246503051771658,0.000245610973986648,"AL512413.1",0.53881427543222
"MEGF6","OK",5.36164775548102e-06,4.40204975870164,0.00833394856680065,"MEGF6",9.75358641199875e-06
"AL513320.1","OK",0.527184059728653,-0.0681931490515603,-0.000116277280641215,"AL513320.1",0.605471518153607
"TPRG1L","OK",7.40519075784181e-06,4.33148979193597,0.0082765764838108,"TPRG1L",1.33947067271016e-05
"WRAP73","OK",0.00107042218957296,3.0699641902038,0.00585033527482168,"WRAP73",0.00177157332307132
"TP73","OK",1.08989826934796e-33,12.0403685378694,0.0223845674627545,"TP73",3.01724061254089e-33
"AL136528.1","FAIL",NA,NA,NA,"AL136528.1",1
"AL136528.2","FAIL",NA,NA,NA,"AL136528.2",1
"CCDC27","OK",0.528343387446383,-0.0711062108937035,-0.000158707112516799,"CCDC27",0.605471518153607
"SMIM1","OK",1.50135488899067e-08,5.54127864008985,0.0104886401703164,"SMIM1",2.94293112465191e-08
"LRRC47","OK",0.00065461115735464,3.21395052155573,0.00613131411372173,"LRRC47",0.00109402790294928
"AL365330.1","OK",0.532430400257848,-0.0813806973332883,-0.000146437762070484,"AL365330.1",0.605471518153607
"CEP104","OK",8.77576617796661e-32,11.6728161516339,0.0223729399955392,"CEP104",2.39111406639095e-31
"DFFB","OK",0.65644649157773,-0.402784157330174,-0.000812363176125929,"DFFB",0.666038331389456
"C1orf174","OK",0.00449441030342114,2.61247903188511,0.00496958695823978,"C1orf174",0.00720237180418547
"LINC01134","OK",0.497436748548637,0.00642516277073052,-3.25343527639436e-05,"LINC01134",0.605471518153607
"LINC01346","OK",0.507118177815344,-0.017843572608922,-4.61599656344399e-05,"LINC01346",0.605471518153607
"LINC01345","FAIL",NA,NA,NA,"LINC01345",1
"AL805961.1","FAIL",NA,NA,NA,"AL805961.1",1
"AL805961.2","OK",0.529031980617339,-0.0728367343841336,-0.000107888502348225,"AL805961.2",0.605471518153607
"LINC01777","FAIL",NA,NA,NA,"LINC01777",1
"AL355602.1","FAIL",NA,NA,NA,"AL355602.1",1
"Z98747.1","FAIL",NA,NA,NA,"Z98747.1",1
"LINC01646","FAIL",NA,NA,NA,"LINC01646",1
"AJAP1","OK",4.02838791910915e-236,32.790447145924,0.0627822868425285,"AJAP1",2.05879046814812e-235
"BX005132.2","FAIL",NA,NA,NA,"BX005132.2",1
"BX005132.1","FAIL",NA,NA,NA,"BX005132.1",1
"AL691497.1","FAIL",NA,NA,NA,"AL691497.1",1
"AL139823.1","FAIL",NA,NA,NA,"AL139823.1",1
"Z98259.3","FAIL",NA,NA,NA,"Z98259.3",1
"Z98259.2","FAIL",NA,NA,NA,"Z98259.2",1
"Z98259.1","FAIL",NA,NA,NA,"Z98259.1",1
"AL365255.1","OK",0.530317532217205,-0.0760680792998251,-0.00015635980476889,"AL365255.1",0.605471518153607
"NPHP4","OK",0.0270520253042352,1.92600258871494,0.00363207502185356,"NPHP4",0.0412731281289603
"KCNAB2","OK",0,40.1546600020242,0.0769723980314055,"KCNAB2",0
"CHD5","OK",0.456209012332059,0.10998909336819,0.000154264253693214,"CHD5",0.601454279242736
"RPL22","OK",0,152.10793001435,0.292562151112481,"RPL22",0
"AL031847.1","OK",0.470896424076886,0.0730166750561563,5.45475784256172e-05,"AL031847.1",0.605471518153607
"RNF207","OK",4.61429970283686e-205,30.5339789599205,0.0580819583726997,"RNF207",2.23841490203437e-204
"ICMT","OK",2.49171356185617e-23,9.88198803659382,0.0189404281555019,"ICMT",6.23014899713785e-23
"LINC00337","OK",0.561228792793657,-0.15408538160783,-0.000299132685445168,"LINC00337",0.606681817926487
"HES3","FAIL",NA,NA,NA,"HES3",1
"GPR153","OK",1.18913141213897e-66,17.2063839521756,0.0311363109608688,"GPR153",4.00819020785971e-66
"ACOT7","OK",6.58180130819298e-134,24.5983264125595,0.0471993464300634,"ACOT7",2.76133295230214e-133
"AL031848.2","OK",1.0085847112159e-05,4.26298181268904,0.00797913062595832,"AL031848.2",1.81614417994771e-05
"HES2","OK",2.76313143431324e-07,5.00707767978118,0.00928233521715289,"HES2",5.23271907838465e-07
"ESPN","OK",2.49547265598637e-10,6.21938900585017,0.0109683391003492,"ESPN",5.11680499201109e-10
"AL031848.1","FAIL",NA,NA,NA,"AL031848.1",1
"TNFRSF25","OK",0,40.8970886017107,0.0782500210708186,"TNFRSF25",0
"PLEKHG5","OK",1.72470227873608e-65,17.0507731189942,0.0326134981588173,"PLEKHG5",5.77865819989652e-65
"NOL9","OK",9.56905722993384e-08,5.20752006900513,0.00995415193284595,"NOL9",1.83587803727898e-07
"TAS1R1","OK",0.56012339739101,-0.151282079307563,-0.000293412878628912,"TAS1R1",0.606515689239905
"ZBTB48","OK",0.00154389152509702,2.95886103891143,0.00563290214032669,"ZBTB48",0.00253586144803828
"KLHL21","OK",0,41.5689655132571,0.0796831141799414,"KLHL21",0
"PHF13","OK",4.58002834072891e-06,4.436106443579,0.0084558479346154,"PHF13",8.35704317043673e-06
"THAP3","OK",7.9307535381552e-05,3.77717847634648,0.00720690812052805,"THAP3",0.000138111492111883
"DNAJC11","OK",3.74922273930505e-07,4.94798819657984,0.00945056714308347,"DNAJC11",7.07674916631145e-07
"LINC01672","FAIL",NA,NA,NA,"LINC01672",1
"AL591163.1","OK",NA,NA,-1.1781726441624e-05,"AL591163.1",NA
"CAMTA1-DT","OK",0.551594491336456,-0.1296908559917,-0.0002631181802606,"CAMTA1-DT",0.605471518153607
"CAMTA1","OK",8.45713862429209e-92,20.2865229679579,0.0389668671895927,"CAMTA1",3.13255894436306e-91
"AL512330.1","OK",0.515168632693921,-0.0380312895523652,-9.08566957792467e-05,"AL512330.1",0.605471518153607
"Z97987.1","FAIL",NA,NA,NA,"Z97987.1",1
"AL365194.1","OK",0.515291292356456,-0.0383389759695485,-9.58051808777972e-05,"AL365194.1",0.605471518153607
"AL359881.3","OK",0.527002976765565,-0.0677381917854881,-0.000137924206279501,"AL359881.3",0.605471518153607
"AL359881.2","OK",0.6301430353759,-0.332232202640836,-0.000641485315851788,"AL359881.2",0.644608793653526
"AL359881.1","OK",4.88427930193933e-05,3.89626975170527,0.006212054566683,"AL359881.1",8.5829018463945e-05
"VAMP3","OK",9.51584570978723e-104,21.5973262572036,0.0414814473641644,"VAMP3",3.65690512213595e-103
"PER3","OK",4.19354001293075e-88,19.8637152178587,0.0380816093729654,"PER3",1.53436448782018e-87
"Z98884.1","OK",0.541927523422398,-0.105290938352565,-0.000216388298674836,"Z98884.1",0.605471518153607
"UTS2","OK",1.47077606511475e-301,37.0987621194279,0.0708344851784361,"UTS2",8.19822677958477e-301
"TNFRSF9","OK",0,84.9436336189674,0.16246958780598,"TNFRSF9",0
"PARK7","OK",0,52.4811820687812,0.100903080572069,"PARK7",0
"AL034417.4","OK",0.000812026641538189,3.15155184439279,0.00586236353701225,"AL034417.4",0.00135124598560903
"AL034417.3","OK",1.19570058348436e-16,8.20062515785097,0.0154061695068656,"AL034417.3",2.74763687731852e-16
"ERRFI1","OK",0,87.7952363277487,0.168590019874092,"ERRFI1",0
"AL034417.2","OK",5.66433184151963e-12,6.78852387243776,0.0127709908614418,"AL034417.2",1.20373618073808e-11
"LINC01714","OK",0.572821737225911,-0.183562701737266,-0.000337046912380335,"LINC01714",0.610093775632838
"AL358876.2","OK",0.554238313670089,-0.136376851322423,-0.000258453279650629,"AL358876.2",0.605471518153607
"SLC45A1","OK",3.63396981206904e-30,11.3517663926155,0.021639161518452,"SLC45A1",9.74548814586787e-30
"RERE","OK",1.43487507634482e-220,31.6806566838437,0.0608643355217904,"RERE",7.14913247170342e-220
"AL096855.1","OK",0.568331739888758,-0.172128483669128,-0.000333188827865078,"AL096855.1",0.608176176899597
"AL357552.2","OK",0.515422738103644,-0.0386687059268271,-7.02133074635087e-05,"AL357552.2",0.605471518153607
"ENO1","OK",0,210.702848071092,0.405243997214958,"ENO1",0
"ENO1-AS1","OK",0.675656084474954,-0.455585834989222,-0.000877873979701471,"ENO1-AS1",0.683191080924089
"CA6","OK",4.0174560028075e-19,8.8595346642321,0.0139950190227635,"CA6",9.55501000252557e-19
"SLC2A7","FAIL",NA,NA,NA,"SLC2A7",1
"SLC2A5","OK",0,162.008704860032,0.310904888731488,"SLC2A5",0
"GPR157","OK",3.18039788571158e-26,10.5288482646001,0.0199647422871501,"GPR157",8.19181576816331e-26
"MIR34AHG","OK",9.21309474925754e-42,13.4879051701849,0.0256589721099117,"MIR34AHG",2.707850585935e-41
"LINC01759","OK",0.156892253821159,1.00731274370544,0.0018487532899218,"LINC01759",0.223677949650233
"H6PD","OK",4.16200539131597e-36,12.4913396333049,0.0239535856644959,"H6PD",1.17359333139624e-35
"SPSB1","OK",3.94507393843329e-170,27.7784990779438,0.0532354187054309,"SPSB1",1.79428967326145e-169
"BX323043.1","OK",5.16103997351368e-24,10.038510679078,0.0172547750571758,"BX323043.1",1.30128212035997e-23
"AL928921.2","OK",0.0344067677289363,1.81964203794075,0.00335840612364907,"AL928921.2",0.0520687432382066
"AL928921.1","FAIL",NA,NA,NA,"AL928921.1",1
"SLC25A33","OK",2.46669638379616e-25,10.3342336986101,0.0198040831145082,"SLC25A33",6.3051971453165e-25
"TMEM201","OK",5.00598035226135e-05,3.8903018413877,0.00740081003338869,"TMEM201",8.79124508876886e-05
"PIK3CD","OK",1.3311871437529e-73,18.1098987995074,0.0347122619397594,"PIK3CD",4.62174974455036e-73
"PIK3CD-AS1","OK",0.565512963162397,-0.164961768973584,-0.000319408137122467,"PIK3CD-AS1",0.607525347572406
"PIK3CD-AS2","OK",3.07810184214094e-18,8.62960904159885,0.0163521200898376,"PIK3CD-AS2",7.22744620708007e-18
"CLSTN1","OK",2.07055669923833e-118,23.1048211019885,0.0443511072435594,"CLSTN1",8.33713293306731e-118
"CTNNBIP1","OK",4.21327163625294e-08,5.35774848441195,0.0102541901210362,"CTNNBIP1",8.16355791093794e-08
"AL357140.1","OK",NA,NA,-3.84689505083346e-05,"AL357140.1",NA
"LZIC","OK",3.8875000434506e-05,3.95123171021002,0.00754316824821637,"LZIC",6.8590456457522e-05
"NMNAT1","OK",0.00246015754658358,2.81220488663142,0.00534283739918957,"NMNAT1",0.00399785514274939
"RBP7","OK",0,183.931390892175,0.352495585894918,"RBP7",0
"UBE4B","OK",2.63498385875752e-41,13.4101955617387,0.0257200036527381,"UBE4B",7.71219265488179e-41
"KIF1B","OK",0,95.4436638429017,0.183400521924965,"KIF1B",0
"AL139424.3","OK",0.0471284840300088,1.67335735314321,0.0030526760720351,"AL139424.3",0.0705709361647004
"AL139424.2","OK",0.0755900884477656,1.43537531309973,0.00265032031559127,"AL139424.2",0.111220814279048
"PGD","OK",1.04397350168663e-123,23.6259123056775,0.0453435669414938,"PGD",4.26904543859721e-123
"AL139424.1","OK",0.294021796652682,0.541673289747475,0.000721349621420863,"AL139424.1",0.403809372115049
"CENPS-CORT","OK",1.13614469343679e-14,7.63419886673817,0.0136725845648516,"CENPS-CORT",2.53340969061994e-14
"CENPS","OK",3.48252227848348e-21,9.37427856977892,0.0179306151812908,"CENPS",8.50833154516376e-21
"CORT","OK",0.514356636310264,-0.0359945214440663,-9.76602759454405e-05,"CORT",0.605471518153607
"DFFA","OK",1.43427802696364e-23,9.93717184276992,0.0190555805203471,"DFFA",3.59797093428e-23
"AL354956.1","OK",0.548589614184212,-0.1220988007566,-0.00024254576984523,"AL354956.1",0.605471518153607
"PEX14","OK",4.28392068231734e-09,5.75688859303033,0.0109940784388531,"PEX14",8.51782793393474e-09
"CASZ1","OK",3.51271808536894e-82,19.1666779536733,0.0366095751325019,"CASZ1",1.26019886222331e-81
"AL139423.1","OK",0.564620347837344,-0.162694085127155,-0.000304073957736256,"AL139423.1",0.607404085916406
"C1orf127","OK",0.55596261961862,-0.140740738445274,-0.000285723863376087,"C1orf127",0.60570512578263
"TARDBP","OK",6.1883095463462e-39,12.9991156581479,0.0249464536624623,"TARDBP",1.78286124614473e-38
"AL109811.4","OK",0.524540580042172,-0.0615529580290941,-0.000135583060582858,"AL109811.4",0.605471518153607
"MASP2","OK",0.559416217985851,-0.149489284582847,-0.000228375579390438,"MASP2",0.606458259576656
"AL109811.3","OK",0.0254705124430795,1.95197624592477,0.00356054236945411,"AL109811.3",0.0389332769339152
"SRM","OK",0,46.164145217717,0.0887287691132845,"SRM",0
"EXOSC10","OK",9.04869290999893e-12,6.72060315671434,0.0128703720262272,"EXOSC10",1.91520155755675e-11
"AL109811.1","OK",1.63856207855184e-06,4.65263979818103,0.00829771979499754,"AL109811.1",3.0333134365436e-06
"AL109811.2","OK",0.596450348949321,-0.244169817173245,-0.000493561933792337,"AL109811.2",0.620885747733401
"MTOR","OK",5.07217742625352e-05,3.88711297338013,0.0074154868710195,"MTOR",8.90501526824171e-05
"MTOR-AS1","FAIL",NA,NA,NA,"MTOR-AS1",1
"ANGPTL7","OK",0,46.2335016834032,0.0833097630568308,"ANGPTL7",0
"UBIAD1","OK",1.08462636661098e-08,5.59793082166322,0.0106897022360179,"UBIAD1",2.13336653896188e-08
"AL031291.1","FAIL",NA,NA,NA,"AL031291.1",1
"DISP3","OK",0.234655750628608,0.7235997396953,0.0012015814472495,"DISP3",0.327250904633434
"LINC01647","OK",NA,NA,-3.45352122345267e-05,"LINC01647",NA
"AL031731.1","OK",4.39829794194177e-61,16.4471104756936,0.0281491351613767,"AL031731.1",1.44297146849648e-60
"FBXO2","OK",0,47.1038631549414,0.0901135145707761,"FBXO2",0
"FBXO44","OK",5.28161834375394e-13,7.12296145786192,0.0135999990097479,"FBXO44",1.14312615466823e-12
"FBXO6","OK",1.19365942715981e-22,9.7237877819383,0.0186051372775454,"FBXO6",2.96135625206596e-22
"MAD2L2","OK",5.21361105140003e-100,21.1958617885063,0.0406949689955206,"MAD2L2",1.97704648956806e-99
"DRAXIN","OK",1.03058546292002e-06,4.7473323685198,0.00887771296492567,"DRAXIN",1.91995101096542e-06
"AGTRAP","OK",2.59706773794432e-145,25.6419878570608,0.0492165294410263,"AGTRAP",1.1220721529418e-144
"C1orf167","OK",9.90065919334663e-07,4.75544151162019,0.0089790879286788,"C1orf167",1.84514614142325e-06
"AL953897.1","FAIL",NA,NA,NA,"AL953897.1",1
"MTHFR","OK",8.41899364314598e-177,28.3253643379942,0.0543605059173612,"MTHFR",3.88376928567236e-176
"CLCN6","OK",1.37544573298723e-140,25.2148843131261,0.0483569039792026,"CLCN6",5.88616046615894e-140
"NPPA-AS1","OK",0.424466408803307,0.190480250602377,0.000308670685578114,"NPPA-AS1",0.564596321915364
"NPPA","OK",0.556532028935822,-0.142182388838887,-0.000288594005179736,"NPPA",0.60575626058829
"NPPB","OK",9.86902348762738e-16,7.94298019537479,0.0130444522588499,"NPPB",2.23703782400302e-15
"KIAA2013","OK",2.52503201424825e-100,21.2299645256087,0.0407649409665037,"KIAA2013",9.58090575811251e-100
"PLOD1","OK",1.98423071023871e-141,25.2914335407444,0.0485437255236733,"PLOD1",8.50442429557505e-141
"MFN2","OK",2.06339911528108e-08,5.48533790147497,0.0104917794130564,"MFN2",4.03022379696048e-08
"MIIP","OK",0,47.4317672129382,0.090898556666564,"MIIP",0
"TNFRSF8","OK",0.000170855800517998,3.58143542641582,0.00655511175429613,"TNFRSF8",0.000293264644729769
"TNFRSF1B","OK",0,176.589673034091,0.339384739839884,"TNFRSF1B",0
"VPS13D","OK",0,78.5050266059853,0.150772876256368,"VPS13D",0
"AC243836.1","OK",0.513869553979817,-0.0347728224798465,-8.08403794916361e-05,"AC243836.1",0.605471518153607
"DHRS3","OK",0,157.920775947991,0.30361411462382,"DHRS3",0
"AC254633.1","OK",2.48560965119111e-28,10.9762523076598,0.0206084010692432,"AC254633.1",6.54400217964519e-28
"AADACL4","OK",NA,NA,-4.80972143747282e-05,"AADACL4",NA
"AADACL3","FAIL",NA,NA,NA,"AADACL3",1
"C1orf158","OK",0.519415622871968,-0.0486869772014705,-0.000111140926968309,"C1orf158",0.605471518153607
"PRAMEF12","FAIL",NA,NA,NA,"PRAMEF12",1
"PRAMEF1","FAIL",NA,NA,NA,"PRAMEF1",1
"LINC01784","FAIL",NA,NA,NA,"LINC01784",1
"PRAMEF11","FAIL",NA,NA,NA,"PRAMEF11",1
"HNRNPCL1","FAIL",NA,NA,NA,"HNRNPCL1",1
